# submitted_item	validated_id	current_symbol
CG10947	FBgn0032857	CG10947
CG10948	FBgn0036317	CG10948
CG10949	FBgn0032858	CG10949
CG10950	FBgn0034205	CG10950
CG10958	FBgn0030004	CG10958
CG10959	FBgn0030010	CG10959
CG10960	FBgn0036316	nebu
CG10962	FBgn0030073	CG10962
CG10969	FBgn0036310	CG10969
CG10970	FBgn0030078	CG10970
CG10973	FBgn0036306	CG10973
CG10979	FBgn0037379	CG10979
CG10984	FBgn0036305	CG10984
CG10993	FBgn0030524	CG10993
CG10996	FBgn0030525	CG10996
CG11000	FBgn0263353	CG11000
CG11007	FBgn0034455	CG11007
CG11018	FBgn0034464	CG11018
CG11029	FBgn0031735	CG11029
CG1103	FBgn0037235	CG1103
CG11030	FBgn0031736	CG11030
CG11034	FBgn0031741	CG11034
CG11035	FBgn0037544	CG11035
CG11041	FBgn0034481	CG11041
CG11044	FBgn0034484	CG11044
CG1105	FBgn0037465	CG1105
CG11050	FBgn0031836	CG11050
CG11052	FBgn0040524	CG11052
CG11060	FBgn0033149	CG11060
CG11068	FBgn0030536	CG11068
CG11069	FBgn0039244	CG11069
CG11070	FBgn0028467	Ube4A
CG11073	FBgn0034693	flap
CG11076	FBgn0039929	CG11076
CG11077	FBgn0039930	CG11077
CG11089	FBgn0039241	CG11089
CG11095	FBgn0030528	CG11095
CG11099	FBgn0034485	CG11099
CG11103	FBgn0030522	CG11103
CG11106	FBgn0030280	CG11106
CG11109	FBgn0037200	CG11109
CG11110	FBgn0034535	CG11110
CG11112	FBgn0033164	CG11112
CG11113	FBgn0033165	CG11113
CG11122	FBgn0030266	CG11122
CG11123	FBgn0033169	CG11123
CG11125	FBgn0033174	CG11125
CG11127	FBgn0033178	CG11127
CG1113	FBgn0037304	CG1113
CG11134	FBgn0030518	CG11134
CG11137	FBgn0037199	EMC4
CG11141	FBgn0033177	CG11141
CG11145	FBgn0033168	CG11145
CG11147	FBgn0031734	CG11147
CG11151	FBgn0030519	CG11151
CG11155	FBgn0039927	CG11155
CG11158	FBgn0030511	CG11158
CG11159	FBgn0034539	CG11159
CG1116	FBgn0037297	CG1116
CG11164	FBgn0030507	CG11164
CG11168	FBgn0039249	CG11168
CG11170	FBgn0034705	CG11170
CG11178	FBgn0030499	CG11178
CG11180	FBgn0034528	CG11180
CG11191	FBgn0033249	CG11191
CG11200	FBgn0034500	CG11200
CG11211	FBgn0033067	CG11211
CG11226	FBgn0037195	CG11226
CG11227	FBgn0031139	CG11227
CG1124	FBgn0037290	CG1124
CG11241	FBgn0037186	CG11241
CG11247	FBgn0037120	CG11247
CG11248	FBgn0037117	CG11248
CG11249	FBgn0037115	CG11249
CG11257	FBgn0034442	CG11257
CG11267	FBgn0036334	CG11267
CG11275	FBgn0034706	CG11275
CG11279	FBgn0036342	CG11279
CG1129	FBgn0037279	CG1129
CG11291	FBgn0034713	CG11291
CG11294	FBgn0030058	CG11294
CG11298	FBgn0034721	CG11298
CG11307	FBgn0037106	CG11307
CG11309	FBgn0037070	CG11309
CG11317	FBgn0039816	CG11317
CG11318	FBgn0039818	CG11318
CG11319	FBgn0031835	Dpp10
CG11327	FBgn0031849	CG11327
CG11334	FBgn0039849	CG11334
CG11342	FBgn0035537	CG11342
CG11353	FBgn0035557	CG11353
CG11356	FBgn0030375	CG11356
CG11357	FBgn0035558	CG11357
CG1136	FBgn0035490	CG1136
CG11360	FBgn0039920	CG11360
CG11362	FBgn0034737	CG11362
CG11367	FBgn0037185	CG11367
CG11367	FBgn0260481	CG32454
CG11368	FBgn0040923	CG11368
CG1137	FBgn0037454	CG1137
CG11373	FBgn0040679	CG11373
CG11374	FBgn0031214	CG11374
CG11377	FBgn0031217	CG11377
CG11378	FBgn0040364	CG11378
CG1138	FBgn0037456	CG1138
CG11380	FBgn0040359	CG11380
CG1139	FBgn0035300	CG1139
CG11391	FBgn0038732	CG11391
CG11396	FBgn0037022	CG11396
CG11398	FBgn0040366	CG11398
CG11399	FBgn0037021	Pcif1
CG11400	FBgn0034198	CG11400
CG11403	FBgn0026876	CG11403
CG11406	FBgn0034990	CG11406
CG11407	FBgn0038733	CG11407
CG11409	FBgn0024366	CG11409
CG11413	FBgn0035022	CG11413
CG11414	FBgn0035024	CG11414
CG11417	FBgn0024364	CG11417
CG1142	FBgn0037504	CG1142
CG11425	FBgn0037167	CG11425
CG11426	FBgn0037166	CG11426
CG1143	FBgn0035359	CG1143
CG11436	FBgn0029713	CG11436
CG11437	FBgn0037165	CG11437
CG11438	FBgn0037164	CG11438
CG11444	FBgn0029715	CG11444
CG11447	FBgn0038737	CG11447
CG11449	FBgn0037162	CG11449
CG11453	FBgn0038734	CG11453
CG11454	FBgn0031224	CG11454
CG11456	FBgn0037031	CG11456
CG1146	FBgn0035346	CG1146
CG11470	FBgn0039671	CG11470
CG11474	FBgn0034688	CG11474
CG11475	FBgn0034687	CG11475
CG11504	FBgn0039733	CG11504
CG11523	FBgn0037156	CG11523
CG11529	FBgn0036264	CG11529
CG11537	FBgn0035400	CG11537
CG11539	FBgn0039859	Mnat9
CG11550	FBgn0039864	CG11550
CG11555	FBgn0086856	CG11555
CG11560	FBgn0036249	CG11560
CG11562	FBgn0031247	CG11562
CG11563	FBgn0039868	CG11563
CG11583	FBgn0035524	CG11583
CG11586	FBgn0035520	CG11586
CG11590	FBgn0030545	CG11590
CG11593	FBgn0035488	CG11593
CG11594	FBgn0035484	CG11594
CG11596	FBgn0023522	CG11596
CG11597	FBgn0036212	CG11597
CG11601	FBgn0031244	CG11601
CG1161	FBgn0037313	CG1161
CG11617	FBgn0031232	CG11617
CG11619	FBgn0036836	CG11619
CG11626	FBgn0038705	CG11626
CG11635	FBgn0033283	CG11635
CG11638	FBgn0040351	CG11638
CG11655	FBgn0030638	CG11655
CG11656	FBgn0038109	CG11656
CG11658	FBgn0036196	CG11658
CG11663	FBgn0029539	CG11663
CG11664	FBgn0040341	CG11664
CG11666	FBgn0040648	CG11666
CG11668	FBgn0038113	CG11668
CG11670	FBgn0038114	CG11670
CG11674	FBgn0030551	CG11674
CG11679	FBgn0030678	CG11679
CG11686	FBgn0040551	CG11686
CG11695	FBgn0030316	CG11695
CG11696	FBgn0030314	CG11696
CG11698	FBgn0037572	CG11698
CG11699	FBgn0030311	CG11699
CG11700	FBgn0029856	CG11700
CG11710	FBgn0031115	CG11710
CG1172	FBgn0264712	CG1172
CG11722	FBgn0037777	CG11722
CG11723	FBgn0031391	CG11723
CG11737	FBgn0037592	CG11737
CG11752	FBgn0030292	CG11752
CG11753	FBgn0037603	Sys1
CG11755	FBgn0037611	CG11755
CG11756	FBgn0030290	CG11756
CG11760	FBgn0037615	CG11760
CG11768	FBgn0037625	CG11768
CG11771	FBgn0039252	CG11771
CG11777	FBgn0033527	CG11777
CG11779	FBgn0038683	CG11779
CG11781	FBgn0039259	EMC6
CG11788	FBgn0034495	CG11788
CG11790	FBgn0039265	CG11790
CG11791	FBgn0039266	CG11791
CG11807	FBgn0033996	CG11807
CG11808	FBgn0034000	CG11808
CG11811	FBgn0036099	CG11811
CG11825	FBgn0033519	CG11825
CG11828	FBgn0039616	CG11828
CG11835	FBgn0031264	CG11835
CG11836	FBgn0039272	CG11836
CG11837	FBgn0039627	CG11837
CG11839	FBgn0039271	CG11839
CG11841	FBgn0039628	CG11841
CG11842	FBgn0039629	CG11842
CG11843	FBgn0039630	CG11843
CG11852	FBgn0039297	CG11852
CG11854	FBgn0039299	CG11854
CG11857	FBgn0039303	CG11857
CG11858	FBgn0039305	CG11858
CG11873	FBgn0039633	Bicra
CG11882	FBgn0039642	CG11882
CG11883	FBgn0033538	CG11883
CG11885	FBgn0031253	CG11885
CG11892	FBgn0039313	CG11892
CG11893	FBgn0039316	CG11893
CG11898	FBgn0039645	CG11898
CG11899	FBgn0014427	CG11899
CG11902	FBgn0028647	CG11902
CG11905	FBgn0036678	CG11905
CG11906	FBgn0034425	CG11906
CG11911	FBgn0031249	CG11911
CG11920	FBgn0039274	CG11920
CG11927	FBgn0031638	CG11927
CG11951	FBgn0039656	CG11951
CG11961	FBgn0034436	CG11961
CG11964	FBgn0037644	CG11964
CG11970	FBgn0027503	CG11970
CG11975	FBgn0037648	CG11975
CG11977	FBgn0037650	CG11977
CG11980	FBgn0037652	CG11980
CG11983	FBgn0037654	CG11983
CG11986	FBgn0037656	CG11986
CG11997	FBgn0037662	CG11997
CG11999	FBgn0037312	CG11999
CG12003	FBgn0035234	CG12003
CG12004	FBgn0035236	CG12004
CG12007	FBgn0037293	RabGGTa
CG12010	FBgn0035443	CG12010
CG12011	FBgn0035257	CG12011
CG12012	FBgn0035444	CG12012
CG12017	FBgn0035429	CG12017
CG12024	FBgn0035283	CG12024
CG12025	FBgn0035285	CG12025
CG12035	FBgn0035263	CG12035
CG12038	FBgn0035179	CG12038
CG12054	FBgn0039831	CG12054
CG12056	FBgn0030099	CG12056
CG12061	FBgn0040031	CG12061
CG12065	FBgn0030052	CG12065
CG12071	FBgn0039808	CG12071
CG12075	FBgn0030065	CG12075
CG1208	FBgn0037386	CG1208
CG12081	FBgn0030053	CG12081
CG12084	FBgn0043458	CG12084
CG12091	FBgn0035228	CG12091
CG12093	FBgn0035372	CG12093
CG12096	FBgn0030457	CG12096
CG12099	FBgn0035232	CG12099
CG12104	FBgn0035238	CG12104
CG12105	FBgn0035241	CG12105
CG12106	FBgn0030100	CG12106
CG12107	FBgn0033209	CG12107
CG12111	FBgn0030050	CG12111
CG12112	FBgn0030048	CG12112
CG12116	FBgn0030041	CG12116
CG12118	FBgn0030101	CG12118
CG12121	FBgn0030109	CG12121
CG12123	FBgn0030039	CG12123
CG12126	FBgn0033280	CG12126
CG12128	FBgn0033473	CG12128
CG12129	FBgn0033475	CG12129
CG1213	FBgn0037387	CG1213
CG12134	FBgn0033471	CG12134
CG12147	FBgn0037325	CG12147
CG12155	FBgn0029957	CG12155
CG12158	FBgn0040775	CG12158
CG12159	FBgn0033232	CG12159
CG12163	FBgn0053293	CG33293
CG12163	FBgn0260462	CtsF
CG12164	FBgn0033158	CG12164
CG12170	FBgn0037356	CG12170
CG12171	FBgn0037354	CG12171
CG12173	FBgn0037305	CG12173
CG12177	FBgn0030510	CG12177
CG12179	FBgn0025388	Alms1a
CG1218	FBgn0037377	CG1218
CG12182	FBgn0028504	CG12182
CG12184	FBgn0025387	Alms1b
CG12194	FBgn0031636	CG12194
CG12204	FBgn0031022	CG12204
CG12206	FBgn0029662	CG12206
CG12209	FBgn0033498	CG12209
CG12213	FBgn0260742	CG12213
CG12219	FBgn0043796	CG12219
CG12224	FBgn0037974	CG12224
CG12229	FBgn0036723	CG12229
CG12236	FBgn0029822	CG12236
CG12237	FBgn0031048	CG12237
CG12241	FBgn0038304	CG12241
CG12253	FBgn0026148	CG12253
CG12259	FBgn0039557	CG12259
CG12267	FBgn0038057	Polr3C
CG12268	FBgn0039131	CG12268
CG1227	FBgn0037491	CG1227
CG12278	FBgn0038847	CG12278
CG12279	FBgn0038080	CG12279
CG12288	FBgn0032620	CG12288
CG12290	FBgn0039419	CG12290
CG12299	FBgn0032295	CG12299
CG12301	FBgn0036514	CG12301
CG12307	FBgn0032370	CG12307
CG1231	FBgn0035134	CG1231
CG12310	FBgn0036467	CG12310
CG12316	FBgn0036483	CG12316
CG12320	FBgn0038590	CG12320
CG12321	FBgn0038577	CG12321
CG12325	FBgn0033557	CG12325
CG1233	FBgn0035137	CG1233
CG12338	FBgn0033543	Daao1
CG1234	FBgn0037489	CG1234
CG12341	FBgn0033550	CG12341
CG12343	FBgn0033556	CG12343
CG12344	FBgn0033558	CG12344
CG12347	FBgn0038558	CG12347
CG12355	FBgn0040805	CG12355
CG1236	FBgn0037370	CG1236
CG12362	FBgn0036082	CG12362
CG12374	FBgn0033774	CG12374
CG12375	FBgn0031987	CG12375
CG12379	FBgn0030676	CG12379
CG12384	FBgn0033624	CG12384
CG1239	FBgn0037368	CG1239
CG12391	FBgn0033581	CG12391
CG12395	FBgn0030722	CG12395
CG12398	FBgn0030596	CG12398
CG12402	FBgn0038202	CG12402
CG12420	FBgn0037797	CG12420
CG12426	FBgn0039552	CG12426
CG12448	FBgn0028857	CG12448
CG1246	FBgn0035360	CG1246
CG12464	FBgn0033861	CG12464
CG12470	FBgn0040371	CG12470
CG12477	FBgn0036809	CG12477
CG12483	FBgn0040688	CG12483
CG12490	FBgn0034782	CG12490
CG12493	FBgn0035571	CG12493
CG12496	FBgn0040385	CG12496
CG12498	FBgn0040356	CG12498
CG12499	FBgn0038968	CG12499
CG12502	FBgn0035171	CG12502
CG12507	FBgn0030729	CG12507
CG12511	FBgn0031729	CG12511
CG12512	FBgn0031703	Acsf2
CG12520	FBgn0036324	CG12520
CG12521	FBgn0040816	CG12521
CG12522	FBgn0036131	CG12522
CG12523	FBgn0036102	CG12523
CG12531	FBgn0031064	CG12531
CG12535	FBgn0029657	CG12535
CG12539	FBgn0030586	CG12539
CG12541	FBgn0029930	CG12541
CG12547	FBgn0250830	CG12547
CG12560	FBgn0031974	CG12560
CG12567	FBgn0039958	CG12567
CG12576	FBgn0031190	CG12576
CG12581	FBgn0037213	CG12581
CG12589	FBgn0040684	CG12589
CG12592	FBgn0037811	CG12592
CG12594	FBgn0037941	CG12594
CG12605	FBgn0035481	CG12605
CG12608	FBgn0030630	CG12608
CG12617	FBgn0040996	CG12617
CG12637	FBgn0030224	CG12637
CG12640	FBgn0030202	CG12640
CG12643	FBgn0040942	CG12643
CG12645	FBgn0030181	CG12645
CG1265	FBgn0035517	CG1265
CG12655	FBgn0031080	CG12655
CG12659	FBgn0040929	CG12659
CG12661	FBgn0030071	CG12661
CG12662	FBgn0030074	CG12662
CG12672	FBgn0030886	CG12672
CG12674	FBgn0031388	CG12674
CG12679	FBgn0031103	CG12679
CG12680	FBgn0029740	CG12680
CG12684	FBgn0029717	CG12684
CG12693	FBgn0029705	CG12693
CG12698	FBgn0030721	CG12698
CG12699	FBgn0046294	CG12699
CG12702	FBgn0031070	CG12702
CG1271	FBgn0035392	CG1271
CG12713	FBgn0036536	CG12713
CG12715	FBgn0030443	CG12715
CG12717	FBgn0030420	pira
CG12728	FBgn0029825	CG12728
CG1273	FBgn0035522	CG1273
CG12730	FBgn0029771	CG12730
CG12744	FBgn0033459	CG12744
CG12746	FBgn0037341	CG12746
CG1275	FBgn0035321	CG1275
CG12766	FBgn0035476	CG12766
CG12768	FBgn0037206	CG12768
CG12769	FBgn0033252	CG12769
CG12773	FBgn0024365	CG12773
CG12783	FBgn0038448	CG12783
CG12784	FBgn0038356	CG12784
CG12795	FBgn0031535	CG12795
CG12811	FBgn0037779	CG12811
CG12814	FBgn0037796	CG12814
CG12817	FBgn0037798	CG12817
CG12818	FBgn0037809	CG12818
CG12822	FBgn0033229	CG12822
CG12824	FBgn0033222	CG12824
CG12825	FBgn0033221	CG12825
CG12831	FBgn0033141	CG12831
CG12836	FBgn0033140	CG12836
CG12848	FBgn0040666	CG12848
CG12851	FBgn0035086	CG12851
CG12853	FBgn0040747	CG12853
CG12857	FBgn0033963	CG12857
CG12860	FBgn0033954	CG12860
CG12861	FBgn0033953	CG12861
CG12863	FBgn0033948	CG12863
CG12866	FBgn0033955	Targ
CG12868	FBgn0033945	CG12868
CG12869	FBgn0033943	CG12869
CG12877	FBgn0039544	CG12877
CG1288	FBgn0250845	CG1288
CG12880	FBgn0046258	CG12880
CG12883	FBgn0039538	CG12883
CG12885	FBgn0039523	CG12885
CG12895	FBgn0033523	CG12895
CG12896	FBgn0033521	CG12896
CG12898	FBgn0033516	CG12898
CG12909	FBgn0033507	CG12909
CG12910	FBgn0033502	CG12910
CG12911	FBgn0033501	CG12911
CG12913	FBgn0033500	Csgalnact
CG12917	FBgn0033490	CG12917
CG12920	FBgn0033481	CG12920
CG12923	FBgn0033461	CG12923
CG12926	FBgn0033437	CG12926
CG12929	FBgn0033429	CG12929
CG12934	FBgn0033541	CG12934
CG12935	FBgn0033547	CG12935
CG12942	FBgn0033569	CG12942
CG12945	FBgn0037755	CG12945
CG12947	FBgn0037753	CG12947
CG12948	FBgn0037739	CG12948
CG12963	FBgn0034031	CG12963
CG12964	FBgn0034022	CG12964
CG12970	FBgn0034047	cGlr1
CG12974	FBgn0037065	CG12974
CG12975	FBgn0037061	Trmt112
CG12983	FBgn0037040	CG12983
CG12984	FBgn0037042	CG12984
CG12985	FBgn0030881	CG12985
CG12986	FBgn0030868	CG12986
CG1299	FBgn0035501	CG1299
CG12990	FBgn0030859	CG12990
CG12991	FBgn0030847	CG12991
CG12992	FBgn0030846	CG12992
CG12994	FBgn0040877	CG12994
CG13000	FBgn0030807	CG13000
CG13001	FBgn0030806	CG13001
CG13002	FBgn0030804	CG13002
CG13003	FBgn0030798	CG13003
CG13005	FBgn0030794	CG13005
CG13008	FBgn0030780	CG13008
CG13010	FBgn0030770	CG13010
CG13012	FBgn0030769	CG13012
CG13014	FBgn0030759	CG13014
CG13016	FBgn0033899	CG13016
CG13018	FBgn0040751	CG13018
CG13022	FBgn0036679	CG13022
CG13023	FBgn0036677	CG13023
CG13024	FBgn0036665	CG13024
CG13025	FBgn0287696	mus302
CG13028	FBgn0036676	CG13028
CG13029	FBgn0036670	CG13029
CG13033	FBgn0036638	CG13033
CG13042	FBgn0036602	CG13042
CG13043	FBgn0036600	CG13043
CG13055	FBgn0036583	CG13055
CG13062	FBgn0036603	CG13062
CG13067	FBgn0036589	CG13067
CG1307	FBgn0026566	CG1307
CG13071	FBgn0036585	CG13071
CG13074	FBgn0036567	CG13074
CG13075	FBgn0036563	CG13075
CG13077	FBgn0032810	CG13077
CG13078	FBgn0032809	CG13078
CG13081	FBgn0032804	CG13081
CG13085	FBgn0032780	CG13085
CG13088	FBgn0032047	CG13088
CG1309	FBgn0035519	CG1309
CG13096	FBgn0032050	CG13096
CG13097	FBgn0032051	CG13097
CG13101	FBgn0032084	CG13101
CG13108	FBgn0032100	CG13108
CG13110	FBgn0032111	CG13110
CG13114	FBgn0032127	CG13114
CG13116	FBgn0032139	CG13116
CG13117	FBgn0032140	CG13117
CG13123	FBgn0032150	CG13123
CG13124	FBgn0032156	CG13124
CG13126	FBgn0032168	CG13126
CG13133	FBgn0032181	CG13133
CG1314	FBgn0031134	CG1314
CG13144	FBgn0032260	CG13144
CG13151	FBgn0033750	CG13151
CG13154	FBgn0033736	CG13154
CG1316	FBgn0035526	CG1316
CG13168	FBgn0033705	CG13168
CG1317	FBgn0035333	CG1317
CG13177	FBgn0040759	CG13177
CG13185	FBgn0033661	CG13185
CG13186	FBgn0033680	CG13186
CG13192	FBgn0033653	CG13192
CG13196	FBgn0033645	CG13196
CG13197	FBgn0062449	CG13197
CG13198	FBgn0033640	CG13198
CG13202	FBgn0033623	CG13202
CG13203	FBgn0033628	CG13203
CG13204	FBgn0033627	CG13204
CG13215	FBgn0033592	CG13215
CG13220	FBgn0033608	CG13220
CG13226	FBgn0033594	CG13226
CG13229	FBgn0033579	CG13229
CG13230	FBgn0040764	CG13230
CG13231	FBgn0033580	CG13231
CG13239	FBgn0037197	CG13239
CG1324	FBgn0031129	CG1324
CG13247	FBgn0036979	CG13247
CG13248	FBgn0036984	CG13248
CG13250	FBgn0037013	CG13250
CG13251	FBgn0037014	CG13251
CG13252	FBgn0037016	CG13252
CG13255	FBgn0040636	CG13255
CG13258	FBgn0032582	CG13258
CG13272	FBgn0086673	CG13272
CG13280	FBgn0032609	CG13280
CG13282	FBgn0032612	CG13282
CG13284	FBgn0032614	CG13284
CG13285	FBgn0035611	CG13285
CG13285	FBgn0035674	CG13295
CG13288	FBgn0035648	CG13288
CG13293	FBgn0035677	CG13293
CG13295	FBgn0035674	CG13295
CG13300	FBgn0035699	CG13300
CG13314	FBgn0035949	CG13314
CG13315	FBgn0040827	CG13315
CG13318	FBgn0037627	CG13318
CG13319	FBgn0033781	CG13319
CG13325	FBgn0033792	CG13325
CG13330	FBgn0033848	CG13330
CG13331	FBgn0033850	CG13331
CG13332	FBgn0033851	CG13332
CG13334	FBgn0033856	CG13334
CG13337	FBgn0033863	CG13337
CG13339	FBgn0033871	CG13339
CG13344	FBgn0033884	CG13344
CG13358	FBgn0026874	CG13358
CG13360	FBgn0025620	CG13360
CG13361	FBgn0029532	CG13361
CG13362	FBgn0029531	CG13362
CG13364	FBgn0026879	CG13364
CG13365	FBgn0029529	CG13365
CG13366	FBgn0025633	spdi
CG13367	FBgn0025634	CG13367
CG13369	FBgn0025640	CG13369
CG13373	FBgn0029522	CG13373
CG13375	FBgn0040370	CG13375
CG13376	FBgn0029518	CG13376
CG13377	FBgn0261446	CG13377
CG13384	FBgn0032036	CG13384
CG13386	FBgn0032040	CG13386
CG1339	FBgn0033202	CG1339
CG13390	FBgn0032031	CG13390
CG13392	FBgn0032033	CG13392
CG13397	FBgn0014417	CG13397
CG13398	FBgn0032042	CG13398
CG13404	FBgn0030559	CG13404
CG13405	FBgn0035097	CG13405
CG13407	FBgn0038931	CG13407
CG13408	FBgn0038929	CG13408
CG13409	FBgn0038926	CG13409
CG13423	FBgn0034513	CG13423
CG13427	FBgn0034514	CG13427
CG13428	FBgn0034515	CG13428
CG13436	FBgn0034532	CG13436
CG13437	FBgn0034541	CG13437
CG1344	FBgn0027507	CG1344
CG13442	FBgn0034546	CG13442
CG13445	FBgn0036532	CG13445
CG13449	FBgn0036520	CG13449
CG13454	FBgn0036503	CG13454
CG13455	FBgn0036498	CG13455
CG13457	FBgn0036482	CG13457
CG13458	FBgn0036479	CG13458
CG13460	FBgn0036471	CG13460
CG13461	FBgn0036468	CG13461
CG13473	FBgn0036442	CG13473
CG13476	FBgn0036441	CG13476
CG13481	FBgn0036421	CG13481
CG13482	FBgn0036419	CG13482
CG13484	FBgn0036406	CG13484
CG13488	FBgn0034670	CG13488
CG13494	FBgn0034671	CG13494
CG13500	FBgn0034683	CG13500
CG13501	FBgn0034684	CG13501
CG13502	FBgn0034692	CG13502
CG13506	FBgn0034723	CG13506
CG13516	FBgn0040658	CG13516
CG13526	FBgn0034774	CG13526
CG13527	FBgn0034776	CG13527
CG13531	FBgn0034786	CG13531
CG13532	FBgn0034788	CG13532
CG13538	FBgn0034820	CG13538
CG13539	FBgn0034833	CG13539
CG1354	FBgn0030151	CG1354
CG13551	FBgn0040660	CG13551
CG13558	FBgn0034869	CG13558
CG13559	FBgn0034870	CG13559
CG13560	FBgn0034899	CG13560
CG13562	FBgn0034928	CG13562
CG13563	FBgn0034966	CG13563
CG13566	FBgn0034942	CG13566
CG13578	FBgn0035000	CG13578
CG13579	FBgn0035010	CG13579
CG1358	FBgn0033196	CG1358
CG13581	FBgn0035014	CG13581
CG13585	FBgn0035020	CG13585
CG13587	FBgn0035031	CG13587
CG13594	FBgn0035041	CG13594
CG13599	FBgn0039128	CG13599
CG1360	FBgn0033195	CG1360
CG13601	FBgn0039126	CG13601
CG13603	FBgn0039135	CG13603
CG13604	FBgn0039137	Epp
CG13605	FBgn0039150	CG13605
CG13606	FBgn0039161	CG13606
CG13607	FBgn0039151	CG13607
CG13609	FBgn0039170	CG13609
CG13617	FBgn0039201	DZIP1
CG13618	FBgn0039203	CG13618
CG13622	FBgn0039202	CG13622
CG13623	FBgn0039205	CG13623
CG13625	FBgn0039210	CG13625
CG13630	FBgn0039219	CG13630
CG13631	FBgn0040600	CG13631
CG13654	FBgn0039290	CG13654
CG13658	FBgn0039315	CG13658
CG13659	FBgn0039319	CG13659
CG13663	FBgn0039291	CG13663
CG13667	FBgn0035890	CG13667
CG13671	FBgn0035867	CG13671
CG13674	FBgn0035858	CG13674
CG13675	FBgn0035845	CG13675
CG13676	FBgn0035844	CG13676
CG13678	FBgn0035859	CG13678
CG13679	FBgn0035856	CG13679
CG13685	FBgn0035816	CG13685
CG13689	FBgn0031270	CG13689
CG13690	FBgn0031252	CG13690
CG13692	FBgn0031254	CG13692
CG13693	FBgn0031235	CG13693
CG13694	FBgn0031219	CG13694
CG13698	FBgn0036773	CG13698
CG13699	FBgn0036781	CG13699
CG13700	FBgn0036785	CG13700
CG13704	FBgn0035583	hoka
CG13705	FBgn0035582	CG13705
CG13707	FBgn0035578	CG13707
CG13708	FBgn0035577	CG13708
CG1371	FBgn0033482	CG1371
CG13711	FBgn0035572	CG13711
CG13713	FBgn0042199	CG13713
CG13716	FBgn0035563	CG13716
CG13721	FBgn0035554	CG13721
CG13722	FBgn0035553	CG13722
CG13723	FBgn0036705	CG13723
CG13733	FBgn0036729	CG13733
CG13737	FBgn0036382	CG13737
CG13738	FBgn0036390	CG13738
CG13739	FBgn0033403	CG13739
CG13742	FBgn0033372	CG13742
CG13743	FBgn0033368	CG13743
CG13747	FBgn0033364	CG13747
CG13749	FBgn0033353	CG13749
CG13751	FBgn0033340	CG13751
CG13760	FBgn0040375	CG13760
CG13766	FBgn0031834	CG13766
CG13773	FBgn0042092	Polr1F
CG13775	FBgn0031874	CG13775
CG13784	FBgn0031897	CG13784
CG13793	FBgn0031935	CG13793
CG13794	FBgn0031936	CG13794
CG13795	FBgn0031937	CG13795
CG13796	FBgn0031939	CG13796
CG13806	FBgn0035325	CG13806
CG13807	FBgn0035323	CG13807
CG13827	FBgn0039068	Pex11c
CG13833	FBgn0039040	CG13833
CG13838	FBgn0039041	CG13838
CG13841	FBgn0040588	CG13841
CG13842	FBgn0039009	CG13842
CG13843	FBgn0038993	CG13843
CG13847	FBgn0038967	CG13847
CG13850	FBgn0038961	CG13850
CG13855	FBgn0038960	CG13855
CG13856	FBgn0038959	CG13856
CG13857	FBgn0038958	CG13857
CG13868	FBgn0034501	CG13868
CG13869	FBgn0034486	CG13869
CG1387	FBgn0030033	CG1387
CG13870	FBgn0034506	CG13870
CG13871	FBgn0034502	CG13871
CG13875	FBgn0035104	CG13875
CG13876	FBgn0035109	CG13876
CG13877	FBgn0035112	CG13877
CG13884	FBgn0035138	CG13884
CG13887	FBgn0035165	CG13887
CG13891	FBgn0035139	CG13891
CG13893	FBgn0035146	CG13893
CG13894	FBgn0035157	CG13894
CG13895	FBgn0035158	CG13895
CG13896	FBgn0035159	CG13896
CG13898	FBgn0035161	CG13898
CG13901	FBgn0035164	CG13901
CG13907	FBgn0035173	CG13907
CG13912	FBgn0035186	CG13912
CG13917	FBgn0035237	CG13917
CG13919	FBgn0035248	CG13919
CG13920	FBgn0025712	CG13920
CG13921	FBgn0035267	CG13921
CG13924	FBgn0035286	CG13924
CG13926	FBgn0035243	CG13926
CG13928	FBgn0035246	CG13928
CG13930	FBgn0035256	CG13930
CG13931	FBgn0035258	CG13931
CG13933	FBgn0035270	CG13933
CG13937	FBgn0035287	CG13937
CG1394	FBgn0030277	CG1394
CG13949	FBgn0031288	CG13949
CG13950	FBgn0031289	CG13950
CG13954	FBgn0033405	CG13954
CG13955	FBgn0033412	CG13955
CG13965	FBgn0032834	CG13965
CG13970	FBgn0032851	CG13970
CG13972	FBgn0039522	CG13972
CG13978	FBgn0039518	CG13978
CG13982	FBgn0031811	CG13982
CG13984	FBgn0260452	CG13984
CG13984	FBgn0053531	Ddr
CG13992	FBgn0031756	CG13992
CG13994	FBgn0031772	CG13994
CG13995	FBgn0031770	CG13995
CG13996	FBgn0031763	CG13996
CG13999	FBgn0031753	CG13999
CG14000	FBgn0031749	CG14000
CG14005	FBgn0031739	CG14005
CG14006	FBgn0031733	CG14006
CG14011	FBgn0031722	CG14011
CG14013	FBgn0031720	CG14013
CG14015	FBgn0031716	CG14015
CG14020	FBgn0031707	CG14020
CG14022	FBgn0031700	CG14022
CG14024	FBgn0031697	CG14024
CG14034	FBgn0250847	CG14034
CG14036	FBgn0031677	CG14036
CG14043	FBgn0031659	CG14043
CG14044	FBgn0031650	CG14044
CG14050	FBgn0040392	CG14050
CG14052	FBgn0029606	CG14052
